ID,Age,Gender,Race,City,State,Latitude,Longitude,Cause_of_Death,Mental_Illness,Year
18858,27,Male,European-American/White,Atwood,TN,35.9501995,-88.5721311,Gunshot,No,2015
18859,23,Male,European-American/White,San Bernardino,CA,34.2251173,-117.4076667,Gunshot,No,2015
18860,37,Male,Hispanic/Latino,San Manuel,AZ,32.6102275,-110.6316586,Gunshot,Yes,2015
18861,21,Male,Hispanic/Latino,Kansas City,KS,39.0714535,-94.6377116,Gunshot,Unknown,2015
18862,35,Male,Hispanic/Latino,Reading,PA,40.3287593,-75.9080038,Gunshot,No,2015
18863,16,Male,European-American/White,Essex,MD,39.2973689,-76.4410618,Gunshot,No,2015
18864,51,Male,European-American/White,Laredo,TX,27.5536661,-99.4748414,Gunshot,No,2015
18866,25,Male,African-American/Black,Miami Gardens,FL,25.9505954,-80.2072358,Gunshot,Yes,2015
18867,58,Male,European-American/White,Victorville,CA,34.4735081,-117.2669685,Medical emergency,No,2015
18868,34,Male,European-American/White,Iuka,MS,34.8044431,-88.2025316,Gunshot,No,2015
18869,24,Male,European-American/White,Provo,UT,40.2257785,-111.6907061,Gunshot,No,2015
18870,34,Male,European-American/White,Colton,OR,45.1760727,-122.4381067,Gunshot,No,2015
18871,19,Male,Race unspecified,Gardena,CA,33.9018922,-118.2852825,Vehicle,No,2015
18872,26,Male,European-American/White,Boise,ID,43.5789233,-116.2223611,Gunshot,No,2015
18873,56,Male,Race unspecified,Marana,AZ,32.3585665,-111.0902407,Gunshot,No,2015
18874,30,Male,European-American/White,Tewksbury,MA,42.6142177,-71.2844035,Gunshot,No,2015
18875,31,Male,European-American/White,Springfield,MO,37.6087024,-93.4359042,Gunshot,No,2015
18876,43,Female,European-American/White,Gastonia,NC,35.2285802,-81.1694279,Gunshot,Unknown,2015
18877,32,Male,European-American/White,Eaton Rapids Township,MI,42.5106864,-84.6999127,Gunshot,No,2015
18878,50,Male,Hispanic/Latino,Del Rio,TX,29.3685162,-100.8306006,Gunshot,No,2015
18879,22,Male,Hispanic/Latino,Sugarland,TX,30.3611062,-95.4731538,Vehicle,Unknown,2015
18880,20,Female,African-American/Black,Charlotte,NC,35.2508512,-80.8184991,Gunshot,Unknown,2015
18881,40,Male,European-American/White,Daphne,AL,30.6627287,-87.8501796,Gunshot,Unknown,2015
18883,38,Male,African-American/Black,Birmingham,AL,33.4815391,-86.8243174,Gunshot,No,2015
18884,41,Male,African-American/Black,Tulsa,OK,36.2053932,-96.0102478,Tasered,No,2015
18885,77,Male,African-American/Black,Birmingham,AL,33.563937,-86.724527,Gunshot,Yes,2015
18887,32,Male,European-American/White,Griffith,IN,41.539739,-87.418605,Gunshot,Unknown,2015
18888,31,Male,Hispanic/Latino,Euless,TX,32.8541718,-97.1085653,Gunshot,Unknown,2015
18890,51,Male,European-American/White,Indianapolis,IN,39.7926013,-85.9918715,Gunshot,No,2015
18891,41,Male,European-American/White,Capitan,NM,33.4480397,-105.6655607,Gunshot,Unknown,2015
18892,39,Male,African-American/Black,Coconut Creek,FL,26.256551,-80.1680926,Tasered,No,2015
18893,40,Male,European-American/White,Clarkesville,GA,34.630979,-83.597945,Gunshot,Unknown,2015
18894,50,Male,European-American/White,Palm Bay,FL,27.9889846,-80.6449801,Gunshot,No,2015
18895,18,Male,African-American/Black,Millbrook,AL,32.5302185,-86.3623972,Gunshot,No,2015
18896,37,Male,European-American/White,Powder Springs,GA,33.9112562,-84.6925982,Gunshot,No,2015
18897,39,Male,European-American/White,Omaha,NE,41.2419562,-95.9328848,Gunshot,No,2015
18898,47,Male,European-American/White,Denham Springs,LA,30.4503784,-90.9620021,Gunshot,Unknown,2015
18899,42,Male,European-American/White,Allentown,PA,40.6261085,-75.4328814,Gunshot,No,2015
18900,56,Female,European-American/White,Suffolk,VA,36.7669777,-76.6034752,Vehicle,No,2015
18901,30,Male,European-American/White,Green Bay,WI,44.526891,-88.058095,Gunshot,Yes,2015
18902,37,Male,African-American/Black,Oklahoma City,OK,35.4973564,-97.552111,Gunshot,No,2015
18903,21,Male,Race unspecified,Houston,TX,29.8944051,-95.6380211,Gunshot,Yes,2015
18904,54,Male,Race unspecified,Chambersburg,PA,40.0015556,-77.6444084,Medical emergency,No,2015
18905,43,Male,European-American/White,Las Vegas,NV,36.2407704,-115.0569671,Gunshot,Unknown,2015
18906,31,Male,European-American/White,Terre Haute,IN,39.4629327,-87.3788314,Gunshot,No,2015
18907,49,Male,African-American/Black,Gulfport,MS,30.4247588,-89.0925502,Gunshot,Unknown,2015
18908,27,Male,European-American/White,Cheyenne,WY,41.1231775,-104.8403964,Vehicle,No,2015
18909,34,Female,European-American/White,Sylvester,GA,31.3645972,-83.9370591,Gunshot,No,2015
18910,42,Male,Hispanic/Latino,Lakeland,FL,28.1036538,-81.9506159,Gunshot,No,2015
18911,21,Male,Hispanic/Latino,San Francisco,CA,37.7525063,-122.4141068,Gunshot,No,2015
18912,27,Male,Hispanic/Latino,Santa Ana,CA,33.7470915,-117.8776235,Gunshot,No,2015
18913,40,Male,African-American/Black,Tarboro,NC,35.9169247,-77.5471212,Gunshot,No,2015
18914,34,Male,African-American/Black,St. Louis,MO,38.6731893,-90.2913443,Gunshot,No,2015
18915,28,Male,African-American/Black,Columbia,MO,38.9493533,-92.3104383,Gunshot,No,2015
18916,37,Female,European-American/White,Ehrenberg,AZ,33.6034785,-114.5254542,Gunshot,No,2015
18917,17,Male,European-American/White,Grand Ledge,MI,42.7556155,-84.8370579,Gunshot,No,2015
18918,24,Male,European-American/White,Pelzer,SC,34.6641041,-82.5116011,Gunshot,No,2015
18919,28,Female,Hispanic/Latino,Tucson,AZ,32.229649,-110.9895727,Gunshot,No,2015
18920,17,Female,Hispanic/Latino,Santa Rosa,CA,38.4147498,-122.7135452,Vehicle,No,2015
18921,32,Male,African-American/Black,White Plains,MD,38.5602288,-76.9349199,Tasered,Yes,2015
18922,26,Male,African-American/Black,Huntsville,AL,34.7488383,-86.7962384,Vehicle,No,2015
18923,47,Male,African-American/Black,Oklahoma City,OK,35.4058834,-97.5244766,Tasered,Yes,2015
18924,43,Male,African-American/Black,Los Angeles,CA,34.0438983,-118.2437994,Gunshot,Yes,2015
18925,29,Male,Race unspecified,Huntsville,AL,34.7488383,-86.7962384,Vehicle,No,2015
18926,31,Female,Race unspecified,Huntsville,AL,34.7488383,-86.7962384,Vehicle,No,2015
18927,40,Male,Race unspecified,Huntsville,AL,34.7488383,-86.7962384,Vehicle,Unknown,2015
18928,49,Male,European-American/White,Lucedale,MS,30.7907464,-88.5982957,Gunshot,Unknown,2015
18929,63,Male,European-American/White,Waikoloa Village,HI,19.9153502,-155.778043,Vehicle,Unknown,2015
18930,22,Male,Hispanic/Latino,San Antonio,TX,29.3738419,-98.6103671,Gunshot,Drug or alcohol use,2015
18931,20,Male,African-American/Black,Joliet,IL,41.5081071,-88.0724436,Gunshot,Unknown,2015
18932,25,Male,African-American/Black,Salisbury,MD,38.379207,-75.6070929,Gunshot,No,2015
18933,25,Male,European-American/White,Tempe,AZ,33.4402888,-111.9308606,Gunshot,No,2015
18934,28,Male,Asian/Pacific Islander,Stockton,CA,37.9482671,-121.2858516,Gunshot,Unknown,2015
18935,26,Male,European-American/White,Deltona,FL,28.886214,-81.253092,Gunshot,Unknown,2015
18936,58,Male,Hispanic/Latino,Stockton,CA,37.953931,-121.276487,Vehicle,No,2015
18937,34,Male,European-American/White,Lincoln,NE,40.8745817,-96.6818421,Gunshot,Unknown,2015
18938,34,Male,Hispanic/Latino,Burbank,CA,34.1510382,-118.3435502,Gunshot,No,2015
18939,45,Male,African-American/Black,Milwaukee,WI,42.96828,-87.9054938,Gunshot,Unknown,2015
18940,48,Male,African-American/Black,Melrose,FL,29.7425519,-81.9585072,Gunshot,No,2015
18941,62,Male,African-American/Black,Atlanta,GA,33.703393,-84.408062,Vehicle,No,2015
18942,37,Male,African-American/Black,Aurora,CO,39.73558,-104.798269,Gunshot,Unknown,2015
18943,19,Male,African-American/Black,Madison,WI,43.0820322,-89.366141,Gunshot,No,2015
18944,62,Male,European-American/White,Austin,TX,30.398672,-97.696077,Tasered,No,2015
18945,74,Male,African-American/Black,Harbeson,DE,38.697595,-75.25868,Vehicle,No,2015
18946,29,Male,European-American/White,Phoenix,AZ,33.4693769,-112.0433176,Gunshot,Unknown,2015
18947,24,Male,Race unspecified,Quincy,IL,39.9336902,-91.4009398,Vehicle,No,2015
18948,43,Female,African-American/Black,Anaheim,CA,33.8201998,-117.9414358,Gunshot,Yes,2015
18949,35,Male,European-American/White,Claymount,DE,39.8174449,-75.4579429,Gunshot,No,2015
18950,33,Male,European-American/White,San Antonio,TX,29.4899134,-98.5849535,Gunshot,No,2015
18951,40,Male,Hispanic/Latino,Oklahoma City,OK,35.426507,-97.583328,Gunshot,No,2015
18952,30,Male,African-American/Black,Cocoa,FL,28.3526797,-80.7487637,Gunshot,No,2015
18953,27,Male,African-American/Black,Chamblee,GA,33.8891246,-84.2863441,Gunshot,Yes,2015
18954,64,Female,Asian/Pacific Islander,Hackensack,NJ,40.8683771,-74.0417261,Vehicle,No,2015
18955,58,Male,European-American/White,Penrose,NC,35.2745215,-82.6269344,Gunshot,Drug or alcohol use,2015
18956,46,Male,European-American/White,Craig,CO,40.5129148,-107.7105198,Gunshot,No,2015
18957,67,Male,Hispanic/Latino,Laredo,TX,27.5156527,-99.5074126,Gunshot,Unknown,2015
18958,64,Male,African-American/Black,Cleveland,OH,41.4501801,-81.6409598,Gunshot,No,2015
18959,29,Male,African-American/Black,Mansfield,OH,40.7608796,-82.5620975,Tasered,Yes,2015
18960,31,Male,African-American/Black,Baton Rouge,LA,30.5367976,-91.1684402,Gunshot,Unknown,2015
18961,48,Male,Race unspecified,Firebaugh,CA,36.8486795,-120.7722918,Undetermined,Unknown,2015
18962,53,Male,European-American/White,Hoover,AL,33.4156382,-86.8512549,Gunshot,Yes,2015
18963,23,Male,European-American/White,Port Wentworth,GA,31.9079254,-81.052835,Gunshot,Unknown,2015
18964,37,Male,Hispanic/Latino,Ontario,CA,34.0501046,-117.6546866,Gunshot,Yes,2015
18965,37,Male,African-American/Black,Elkton,MD,39.5734576,-75.815785,Gunshot,Unknown,2015
18966,31,Male,European-American/White,Memphis,TN,35.1569859,-90.0001686,Gunshot,Drug or alcohol use,2015
18967,31,Male,European-American/White,Kingman,AZ,35.2039152,-114.0269235,Gunshot,Drug or alcohol use,2015
18968,54,Male,European-American/White,Bay Minette,AL,30.8618031,-87.8905921,Gunshot,Yes,2015
18969,39,Male,Hispanic/Latino,Santa Ana,CA,33.743165,-117.867984,Gunshot,Yes,2015
18970,25,Male,Hispanic/Latino,South Gate,CA,33.9404145,-118.2182615,Gunshot,Unknown,2015
18971,17,Male,Race unspecified,Los Angeles,CA,33.9632687,-118.273922,Vehicle,No,2015
18972,35,Male,African-American/Black,Washington,DC,38.8984752,-77.0322183,Gunshot,Yes,2015
18973,36,Male,European-American/White,Bartlesville,OK,36.7487883,-95.9345861,Gunshot,No,2015
18974,32,Male,Hispanic/Latino,Los Angeles,CA,34.027914,-118.2734572,Gunshot,Unknown,2015
18975,34,Male,African-American/Black,Warrior,AL,33.8181369,-86.8079563,Vehicle,Unknown,2015
18976,38,Male,African-American/Black,Cleveland,OH,41.5071733,-81.6285392,Gunshot,No,2015
18977,53,Male,European-American/White,Follansbee,WV,40.331414,-80.596043,Gunshot,Yes,2015
18978,36,Male,European-American/White,Fontana,CA,34.077612,-117.4296908,Gunshot,Yes,2015
18979,59,Male,European-American/White,Kansas City,MO,38.9474133,-94.4867157,Gunshot,Unknown,2015
18980,23,Male,Hispanic/Latino,Pomona,CA,34.0567701,-117.7509489,Gunshot,Drug or alcohol use,2015
18981,41,Male,Hispanic/Latino,Napa,CA,38.3055368,-122.2746898,Gunshot,Unknown,2015
18982,26,Male,European-American/White,Kenosha,WI,42.5835498,-87.835691,Gunshot,Unknown,2015
18983,29,Male,Hispanic/Latino,San Antonio,TX,29.5128155,-98.5359943,Gunshot,Unknown,2015
18984,41,Male,Race unspecified,Branford,CT,41.2693273,-72.8428871,Tasered,Yes,2015
18985,36,Male,European-American/White,Ruth,MS,31.3258703,-90.3025247,Gunshot,Unknown,2015
18986,51,Male,European-American/White,Springfield,MO,37.1479498,-93.3217694,Gunshot,Unknown,2015
18987,38,Male,Asian/Pacific Islander,Honolulu,HI,21.3070204,-157.8603287,Medical emergency,Drug or alcohol use,2015
18988,28,Male,European-American/White,St. Paul,MN,44.9538059,-93.025547,Gunshot,Yes,2015
18989,52,Male,European-American/White,Gaston,NC,35.203621,-81.2416658,Gunshot,Unknown,2015
18990,47,Male,European-American/White,Napa,CA,38.4214058,-122.486006,Gunshot,No,2015
18991,61,Male,Hispanic/Latino,Bradenton,FL,27.4784259,-82.5466096,Vehicle,No,2015
18992,35,Male,African-American/Black,Rome,GA,34.218567,-85.386994,Tasered,Drug or alcohol use,2015
18993,47,Male,Race unspecified,Tallulah,LA,32.4084435,-91.1867015,Vehicle,Unknown,2015
18994,47,Male,European-American/White,Bakersfield,CA,35.3760297,-119.0148139,Gunshot,Unknown,2015
18995,49,Male,European-American/White,Medford,OR,42.3301784,-122.8987523,Gunshot,Unknown,2015
18996,20,Male,European-American/White,Onalaska,TX,30.8114655,-95.116815,Gunshot,Unknown,2015
18997,24,Male,European-American/White,Dublin,NC,34.6411639,-78.7513028,Gunshot,Yes,2015
18998,24,Female,European-American/White,San Francisco,CA,37.7894225,-122.4220832,Gunshot,Unknown,2015
18999,22,Male,Hispanic/Latino,Sacramento,CA,38.6822199,-121.5033149,Gunshot,Unknown,2015
19000,45,Female,European-American/White,Peoria,AZ,33.5817546,-112.202885,Gunshot,No,2015
19001,31,Male,European-American/White,Middleton,ID,43.7042704,-116.5778482,Gunshot,Unknown,2015
19002,64,Male,European-American/White,Tallahassee,FL,30.4624861,-84.2794722,Gunshot,Yes,2015
19003,20,Male,African-American/Black,Sumas,WA,49.0000608,-122.2780703,Gunshot,Drug or alcohol use,2015
19004,18,Male,African-American/Black,Cleveland,OH,41.528574,-81.6090784,Gunshot,Unknown,2015
19005,16,Male,African-American/Black,Jacksonville,FL,30.3776171,-81.6834921,Gunshot,Unknown,2015
19006,29,Male,European-American/White,Munroe Falls,OH,41.1485784,-81.4299552,Gunshot,Drug or alcohol use,2015
19007,39,Male,European-American/White,Langtown,AL,34.5295269,-87.1591547,Gunshot,Yes,2015
19008,36,Male,European-American/White,Bakersfield,CA,35.4135887,-119.0582319,Gunshot,Yes,2015
19009,24,Male,Native American/Alaskan,Lukachukai,AZ,36.413976,-109.213988,Gunshot,Unknown,2015
19010,28,Male,European-American/White,New York City,NY,40.555988,-74.2068898,Vehicle,Drug or alcohol use,2015
19011,28,Male,European-American/White,New York City,NY,40.555988,-74.2068898,Vehicle,Yes,2015
19012,63,Male,European-American/White,Kenner,LA,29.9864503,-90.2581384,Gunshot,Yes,2015
19013,55,Male,European-American/White,White Oak,TX,32.514439,-94.84284,Gunshot,No,2015
19014,5,Male,European-American/White,Tulsa,OK,36.0501576,-95.9650621,Gunshot,No,2015
19015,34,Male,Native American/Alaskan,Wapanucka,OK,34.4692959,-96.3725521,Gunshot,Unknown,2015
19016,20,Male,African-American/Black,Palatka,FL,29.6488758,-81.6622703,Vehicle,No,2015
19017,44,Male,European-American/White,Holley,NY,43.192651,-78.032075,Gunshot,Unknown,2015
19018,60,Male,European-American/White,Harmony,IN,39.533257,-87.074414,Gunshot,Yes,2015
19019,42,Male,European-American/White,Columbus,OH,40.0295138,-82.9989424,Gunshot,Unknown,2015
19020,37,Male,European-American/White,Vallejo,CA,38.1317014,-122.2226364,Gunshot,Yes,2015
19021,21,Male,European-American/White,Cottonwood,AZ,34.7123782,-112.0024206,Gunshot,Yes,2015
19022,31,Male,European-American/White,Port Trevorton,PA,40.72862,-76.8971059,Vehicle,No,2015
19023,24,Male,African-American/Black,Santa Clara,CA,37.3609969,-121.9594889,Gunshot,Unknown,2015
19024,21,Male,African-American/Black,Islip,NY,40.7398235,-73.2370029,Gunshot,Unknown,2015
19025,33,Male,European-American/White,Loxley,AL,30.6915222,-87.6839823,Vehicle,Unknown,2015
19026,30,Male,European-American/White,Opelousas,LA,30.510183,-92.0752007,Gunshot,Unknown,2015
19027,43,Male,European-American/White,Tulsa,OK,36.0780483,-95.9584026,Vehicle,Unknown,2015
19028,36,Male,European-American/White,Portland,OR,45.5058618,-122.5299599,Gunshot,Unknown,2015
19029,47,Male,European-American/White,Williamsburg,KY,36.7330785,-84.1546919,Medical emergency,Drug or alcohol use,2015
19030,60,Male,Hispanic/Latino,Albuquerque,NM,35.1152946,-106.7015101,Vehicle,No,2015
19031,29,Male,African-American/Black,Portsmouth,VA,36.820378,-76.36943,Gunshot,Unknown,2015
19032,25,Male,African-American/Black,Atlanta,GA,33.863998,-84.4777977,Gunshot,Unknown,2015
19033,37,Male,European-American/White,Fond du Lac,WI,43.784291,-88.48254,Gunshot,Unknown,2015
19034,63,Male,European-American/White,Glendale,AZ,33.5817447,-112.2027482,Gunshot,Unknown,2015
19035,57,Male,European-American/White,San Jose,CA,37.3052149,-121.841491,Gunshot,Unknown,2015
19036,27,Male,African-American/Black,Johnsonville,SC,33.8195019,-79.461952,Gunshot,Unknown,2015
19037,29,Male,African-American/Black,Greenville,SC,34.7853698,-82.411241,Vehicle,No,2015
19038,28,Male,Hispanic/Latino,Los Angeles,CA,33.9437564,-118.291593,Gunshot,Unknown,2015
19039,39,Male,European-American/White,Crown Point,IN,41.4479418,-87.3685688,Tasered,No,2015
19040,53,Female,European-American/White,Gardner,KS,38.8166982,-94.9134526,Gunshot,Unknown,2015
19041,29,Male,European-American/White,Greenville,SC,34.8252416,-82.3281923,Vehicle,Unknown,2015
19042,35,Male,European-American/White,Gravel Switch,KY,37.544648,-84.98517,Gunshot,No,2015
19043,35,Male,Hispanic/Latino,Wilmington,CA,33.7824146,-118.2701369,Gunshot,Yes,2015
19045,39,Male,African-American/Black,Fort Pierce,FL,27.4355977,-80.3268212,Gunshot,Unknown,2015
19046,41,Male,African-American/Black,Roxbury,MA,42.3126181,-71.0899224,Gunshot,Unknown,2015
19047,56,Male,European-American/White,Encinitas,CA,33.0497291,-117.2429074,Gunshot,Yes,2015
19048,40,Male,European-American/White,Webster,MA,42.0558829,-71.8781751,Gunshot,Unknown,2015
19049,42,Male,European-American/White,Fort Ashby,WV,39.4823458,-78.8095903,Gunshot,Unknown,2015
19050,22,Male,Hispanic/Latino,Bakersfield,CA,35.395577,-119.0027807,Gunshot,Unknown,2015
19053,50,Male,Race unspecified,Thomasville,NC,35.8769637,-80.0446478,Drowned,No,2015
19054,29,Male,African-American/Black,Elizabethtown,KY,37.7340086,-85.8890606,Gunshot,No,2015
19055,29,Male,African-American/Black,Modesto,CA,37.691049,-120.97069,Gunshot,Unknown,2015
19056,54,Male,European-American/White,Boulder City,NV,35.9729714,-114.841534,Gunshot,Unknown,2015
19058,27,Transgender,African-American/Black,Fort George Meade,MD,39.0978927,-76.7291781,Gunshot,Unknown,2015
19059,49,Male,European-American/White,Eugene,OR,44.0892696,-123.1811479,Gunshot,Yes,2015
19060,17,Male,African-American/Black,Roswell,GA,34.0609273,-84.3245574,Vehicle,Unknown,2015
19061,32,Male,African-American/Black,Vineland,NJ,39.4845842,-75.0355498,Drug overdose,Unknown,2015
19062,46,Male,European-American/White,Jackson,MS,32.386153,-90.127996,Gunshot,Unknown,2015
19063,36,Male,European-American/White,Tampa,FL,28.1020178,-82.4895945,Gunshot,No,2015
19064,71,Male,European-American/White,Dallas,TX,32.6453975,-96.8764968,Medical emergency,No,2015
19065,21,Male,Hispanic/Latino,Baytown,TX,29.7330608,-94.970686,Gunshot,Yes,2015
19066,37,Male,African-American/Black,Hawthorne,CA,33.9019056,-118.3373317,Gunshot,No,2015
19067,36,Male,European-American/White,Hamilton Township,NJ,40.2159776,-74.7106932,Gunshot,No,2015
19068,32,Male,African-American/Black,Rock Island,IL,41.4995894,-90.5807355,Gunshot,No,2015
19069,39,Male,African-American/Black,Albany,NY,42.661048,-73.757971,Tasered,Yes,2015
19070,44,Male,African-American/Black,Tulsa,OK,36.1830206,-95.9403099,Gunshot,No,2015
19072,63,Male,European-American/White,Metropolis,IL,37.1760102,-88.6766482,Gunshot,Unknown,2015
19073,40,Male,African-American/Black,San Francisco,CA,37.7759174,-122.4043399,Medical emergency,No,2015
19074,35,Male,European-American/White,Bridgeville,DE,38.7078012,-75.5514507,Gunshot,No,2015
19075,33,Male,European-American/White,Warner,OK,35.494616,-95.3053035,Tasered,No,2015
19076,38,Male,European-American/White,Winchester,VA,39.1920115,-78.1284376,Gunshot,No,2015
19079,50,Male,African-American/Black,North Charleston,SC,32.8994129,-80.0142688,Gunshot,No,2015
19080,34,Male,European-American/White,Edgewood,NM,35.0539409,-106.1946583,Gunshot,No,2015
19081,28,Male,Native American/Alaskan,Tonasket,WA,48.4618195,-119.0012171,Tasered,Drug or alcohol use,2015
19082,56,Male,European-American/White,Tehachapi,CA,35.1274546,-118.4142444,Gunshot,Unknown,2015
19083,51,Male,European-American/White,Phoenix,AZ,33.6546101,-112.1432014,Gunshot,Unknown,2015
19084,15,Male,Native American/Alaskan,Rapid City,SD,44.0676855,-103.1667596,Vehicle,No,2015
19085,25,Male,African-American/Black,Harvey,LA,29.8768702,-90.0482236,Gunshot,Unknown,2015
