,State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date,Station Type,federal_supply_class,year
116563,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4910-01-036-5784,"TOOL OUTFIT,HYDRAULIC",1,Outfit,52025.0,A,1.0,2019-07-24 00:00:00.000,State,4910,2019
116564,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-BIC-YCEM,"BICYCLE, MOUNTAIN",1,Each,479.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116565,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-BIC-YCEM,"BICYCLE, MOUNTAIN",1,Each,479.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116566,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-GYM-0000,GYM,1,Each,2000.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116567,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,8465-01-524-5250,ASSAULT PACK       ,20,Each,77.08,A,1.0,2019-07-24 00:00:00.000,State,8465,2019
116568,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2310-DS-VAN-0000,VAN,1,Each,28417.53,A,,2019-08-09 00:00:00.000,State,2310,2019
116569,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2340-DS-CAR-T000,"CART, MOTORIZED",1,Each,2500.0,A,,2019-04-16 00:00:00.000,State,2340,2019
116570,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4910-00-754-0654,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,Set,20947.0,A,1.0,2019-04-16 00:00:00.000,State,4910,2019
116571,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,8145-01-512-1201,ISU-90 WITH 699 KIT (TAN),5,Each,12907.36,A,1.0,2019-05-14 00:00:00.000,State,8145,2019
116572,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,1740-01-085-2078,"TRACTOR,WHEELED,AIRCRAFT TOWING",1,Each,13227.14,A,1.0,2019-05-31 00:00:00.000,State,1740,2019
116573,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2610-01-459-0440,"TIRE,PNEUMATIC,VEHICULAR",2,Each,735.11,A,1.0,2019-05-14 00:00:00.000,State,2610,2019
116574,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,1240-01-585-3100,MARK 4 SIGHT       ,10,Each,1111.0,D,7.0,2018-12-28 00:00:00.000,State,1240,2018
116575,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,6130-00-495-3021,POWER SUPPLY,1,Each,7875.0,Q,3.0,2019-01-16 00:00:00.000,State,6130,2019
116576,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2420-01-164-4916,"TRACTOR,WHEELED,INDUSTRIAL",1,Each,11404.74,A,1.0,2019-04-29 00:00:00.000,State,2420,2019
116577,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2340-DS-CAR-T000,"CART, MOTORIZED",1,Each,8000.0,A,,2020-02-28 00:00:00.000,State,2340,2020
116578,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",4,Set,1780.0,A,1.0,2020-03-18 00:00:00.000,State,5180,2020
116579,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,6115-01-461-9335,"GENERATOR SET,DIESEL ENGINE",2,Each,26705.2,A,7.0,2020-03-18 00:00:00.000,State,6115,2020
116580,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4130-99-767-5769,"COMPRESSOR SET,POWER DRIVEN",1,Each,57193.0,A,,2020-02-27 00:00:00.000,State,4130,2020
116581,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,5420-99-441-4081,STOOL              ,12,Each,232.92,A,,2020-03-03 00:00:00.000,State,5420,2020
116582,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4130-99-767-5769,"COMPRESSOR SET,POWER DRIVEN",1,Each,57193.0,A,,2020-02-27 00:00:00.000,State,4130,2020
116583,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,6530-DS-EXA-MTAB,HOSPITAL EXAM TABLE,1,Each,1243.0,A,,2020-03-18 00:00:00.000,State,6530,2020
116584,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4510-01-163-6775,"BATH UNIT,PORTABLE",1,Each,16391.3,A,1.0,2020-03-03 00:00:00.000,State,4510,2020
116585,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,Each,38512.0,A,,2019-11-21 00:00:00.000,State,2320,2019
116586,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2330-DS-TRA-ILE1,TRAILER,1,Each,50000.0,A,,2019-11-19 00:00:00.000,State,2330,2019
116587,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-BIC-YCEM,"BICYCLE, MOUNTAIN",1,Each,479.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116588,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,3920-DS-PAL-LETJ,PALLET JACK,1,Each,2000.0,A,,2019-07-24 00:00:00.000,State,3920,2019
116589,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2010-DS-OUT-MOTO,OUTBOARD MOTOR,1,Each,4500.0,A,,2019-11-21 00:00:00.000,State,2010,2019
116590,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2010-DS-OUT-MOTO,OUTBOARD MOTOR,1,Each,6573.4,A,,2019-11-21 00:00:00.000,State,2010,2019
116591,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2330-00-926-3599,"SEMITRAILER,LOW BED",1,Each,11117.0,Q,6.0,2019-08-07 00:00:00.000,State,2330,2019
116592,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-BIC-YCEM,"BICYCLE, MOUNTAIN",1,Each,479.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116593,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4120-01-541-0618,AIR CONDITIONER,2,Each,13225.29,A,1.0,2020-03-18 00:00:00.000,State,4120,2020
116594,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2540-01-120-9495,"WINTERIZATION KIT,VEHICLE",1,Kit,77962.53,A,,2020-03-03 00:00:00.000,State,2540,2020
116595,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7025-DS-INK-JETP,"PRINTER, INK JET",4,Each,800.0,A,,2020-03-18 00:00:00.000,State,7025,2020
116596,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2330-DS-MOB-HOME,MOBILE HOME,1,Each,0.0,A,,2020-04-06 00:00:00.000,State,2330,2020
116597,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2010-DS-OUT-MOTO,OUTBOARD MOTOR,1,Each,8500.0,A,,2019-11-21 00:00:00.000,State,2010,2019
116598,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,Each,33485.0,A,,2019-11-21 00:00:00.000,State,2320,2019
116599,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2510-01-503-0716,"SPRING ASSEMBLY,LEAF",1,Each,3572.12,A,1.0,2019-07-24 00:00:00.000,State,2510,2019
116600,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-01-028-4396,TRUCK TRACTOR,1,Each,69310.0,A,1.0,2019-07-16 00:00:00.000,State,2320,2019
116601,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,4310-01-187-5041,"COMPRESSOR,AIR     ",1,Each,63665.0,A,1.0,2019-08-07 00:00:00.000,State,4310,2019
116602,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-01-230-0304,"TRUCK,WRECKER",1,Each,168960.0,Q,6.0,2019-08-15 00:00:00.000,State,2320,2019
116603,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2330-01-497-0706,"TRAILER,FLAT BED",1,Each,43252.0,A,1.0,2019-11-21 00:00:00.000,State,2330,2019
116604,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,8145-01-486-2371,"CONTAINER,SPECIAL  ",1,Each,98431.36,A,1.0,2019-06-24 00:00:00.000,State,8145,2019
116605,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2340-00-540-3900,"SCOOTER,MOTOR",1,Each,5828.0,A,1.0,2019-06-27 00:00:00.000,State,2340,2019
116606,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-01-136-1167,"TRUCK,TANK",1,Each,91119.0,A,,2019-11-08 00:00:00.000,State,2320,2019
116607,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-DS-PIC-KUP0,PICKUP,1,Each,23194.6,A,,2019-07-10 00:00:00.000,State,2320,2019
116608,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,7830-DS-GYM-0000,GYM,1,Each,4500.0,A,,2019-07-24 00:00:00.000,State,7830,2019
116609,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",1,Each,38462.0,A,,2019-04-26 00:00:00.000,State,2420,2019
116610,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2330-00-289-7515,"SEMITRAILER,LOW BED",1,Each,18673.0,A,7.0,2019-05-29 00:00:00.000,State,2330,2019
116611,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,2320-01-028-4396,TRUCK TRACTOR,1,Each,69310.0,A,1.0,2019-06-06 00:00:00.000,State,2320,2019
116612,TN,LAWRENCE COUNTY SHERIFF'S OFFICE,5180-01-554-4224,"TOOL KIT,GENERAL MECHANIC'S",1,Each,2015.0,A,1.0,2019-04-16 00:00:00.000,State,5180,2019
116613,TN,LAWRENCEBURG POLICE DEPT,6350-01-584-8678,"MANAGEMENT SYSTEM,BIOMETRIC AND IDENTITY",2,Set,17900.0,C,1.0,2017-03-17 00:00:00.000,State,6350,2017
116614,TN,LAWRENCEBURG POLICE DEPT,6720-01-553-7118,"CAMERA SYSTEM,RECONNAISSANCE",1,Each,9072.86,D,7.0,2017-09-27 00:00:00.000,State,6720,2017
116615,TN,LAWRENCEBURG POLICE DEPT,8465-01-569-8802,"KIT,MODERN COMBATIVES",1,Kit,14414.05,Q,1.0,2018-01-03 00:00:00.000,State,8465,2018
116616,TN,LAWRENCEBURG POLICE DEPT,6350-01-584-8678,"MANAGEMENT SYSTEM,BIOMETRIC AND IDENTITY",1,Set,17900.0,C,1.0,2018-02-07 00:00:00.000,State,6350,2018
116617,TN,LAWRENCEBURG POLICE DEPT,2541-01-555-4697,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,Each,2250.2,D,1.0,2017-10-30 00:00:00.000,State,2541,2017
116618,TN,LAWRENCEBURG POLICE DEPT,1367-01-579-4067,"CAPABILITIES SET,NON-LETHAL",4,Each,422000.0,C,1.0,2018-05-15 00:00:00.000,State,1367,2018
116619,TN,LAWRENCEBURG POLICE DEPT,6720-01-537-4472,"CAMERA,RECONNAISSANCE SYSTEM",1,Each,3176.69,D,1.0,2017-10-17 00:00:00.000,State,6720,2017
116620,TN,LAWRENCEBURG POLICE DEPT,7035-01-607-7715,"SERVER,AUTOMATIC DATA PROCESSING",3,Each,8259.07,Q,3.0,2018-03-10 00:00:00.000,State,7035,2018
116621,TN,LAWRENCEBURG POLICE DEPT,5855-01-536-9873,"VIEWER,NIGHT VISION",1,Each,10870.59,D,1.0,2017-10-17 00:00:00.000,State,5855,2017
116622,TN,LAWRENCEBURG POLICE DEPT,5855-01-536-9873,"VIEWER,NIGHT VISION",1,Each,10870.59,D,1.0,2017-10-17 00:00:00.000,State,5855,2017
116623,TN,LAWRENCEBURG POLICE DEPT,1005-01-484-8000,"SIGHT,REAR",15,Each,55.04,D,1.0,2018-05-30 00:00:00.000,State,1005,2018
116624,TN,LAWRENCEBURG POLICE DEPT,6625-01-128-8588,"TEST SET,RADIO",2,Each,10119.75,C,1.0,2018-06-21 00:00:00.000,State,6625,2018
116625,TN,LAWRENCEBURG POLICE DEPT,5895-01-227-1284,SINE WAVE INVERTER,1,Each,3318.73,Q,3.0,2017-10-17 00:00:00.000,State,5895,2017
116626,TN,LAWRENCEBURG POLICE DEPT,7125-DS-SHE-LF01,"SHELF, COMMERCIAL STORAGE",36,Each,65.05,A,,2019-04-16 00:00:00.000,State,7125,2019
116627,TN,LAWRENCEBURG POLICE DEPT,4320-01-547-8734,"PUMP,CENTRIFUGAL",2,Each,6560.13,A,1.0,2019-04-16 00:00:00.000,State,4320,2019
116628,TN,LAWRENCEBURG POLICE DEPT,5831-00-453-3794,AUDIO AMPLIFIER    ,2,Each,2257.0,D,1.0,2019-01-15 00:00:00.000,State,5831,2019
116629,TN,LAWRENCEBURG POLICE DEPT,2541-01-555-4697,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,Each,2250.2,D,1.0,2017-10-30 00:00:00.000,State,2541,2017
116630,TN,LAWRENCEBURG POLICE DEPT,1005-01-559-7993,"SIGHT,HOLOGRAPHIC",20,Each,485.43,D,1.0,2018-05-04 00:00:00.000,State,1005,2018
116631,TN,LAWRENCEBURG POLICE DEPT,4940-01-005-6037,CABINET BLAST CLEANING,1,Each,1513.0,A,1.0,2019-04-26 00:00:00.000,State,4940,2019
116632,TN,LAWRENCEBURG POLICE DEPT,6625-01-144-4481,"TEST SET,RADIO",1,Each,7300.0,C,1.0,2019-01-04 00:00:00.000,State,6625,2019
116633,TN,LAWRENCEBURG POLICE DEPT,8150-01-526-4642,"TRICON,FREIGHT,GENERAL PURPOSE",1,Each,6640.0,A,1.0,2019-04-18 00:00:00.000,State,8150,2019
116634,TN,LAWRENCEBURG POLICE DEPT,6625-01-441-4885,"ANALYZER,NETWORK",3,Each,15215.0,A,7.0,2020-03-02 00:00:00.000,State,6625,2020
116635,TN,LAWRENCEBURG POLICE DEPT,7025-01-625-1997,"PROCESSOR,GATEWAY",8,Each,1237.0,A,7.0,2020-01-24 00:00:00.000,State,7025,2020
116636,TN,LAWRENCEBURG POLICE DEPT,2920-01-455-1626,"PARTS KIT,ENGINE GENERATOR",10,Each,640.0,A,7.0,2020-03-19 00:00:00.000,State,2920,2020
116637,TN,LAWRENCEBURG POLICE DEPT,7110-01-612-8456,"CHAIR,ROTARY",15,Each,294.0,A,1.0,2020-01-24 00:00:00.000,State,7110,2020
116638,TN,LAWRENCEBURG POLICE DEPT,3810-01-057-4180,"CRANE,TRAILER      ",1,Each,4478.0,A,1.0,2019-08-30 00:00:00.000,State,3810,2019
116639,TN,LAWRENCEBURG POLICE DEPT,2420-DS-TRA-CTO1,"TRACTORS, WHEELED",1,Each,1000.0,A,,2019-11-27 00:00:00.000,State,2420,2019
116640,TN,LAWRENCEBURG POLICE DEPT,2320-DS-PIC-KUP0,PICKUP,1,Each,20809.0,A,,2019-08-30 00:00:00.000,State,2320,2019
116641,TN,LAWRENCEBURG POLICE DEPT,2920-01-413-2623,"STARTER,ENGINE,ELECTRICAL",1,Each,737.0,A,1.0,2019-09-03 00:00:00.000,State,2920,2019
116642,TN,LAWRENCEBURG POLICE DEPT,2920-01-413-2623,"STARTER,ENGINE,ELECTRICAL",1,Each,737.0,A,1.0,2019-09-03 00:00:00.000,State,2920,2019
116643,TN,LAWRENCEBURG POLICE DEPT,2815-01-140-7765,"ENGINE,DIESEL",1,Each,17080.0,A,7.0,2019-08-29 00:00:00.000,State,2815,2019
116644,TN,LAWRENCEBURG POLICE DEPT,2815-01-220-9137,"ENGINE,DIESEL",1,Each,13701.98,A,,2019-08-30 00:00:00.000,State,2815,2019
116645,TN,LAWRENCEBURG POLICE DEPT,6145-01-155-4256,"CABLE,TELEPHONE",1,Reel,619.0,A,1.0,2019-12-05 00:00:00.000,State,6145,2019
116646,TN,LAWRENCEBURG POLICE DEPT,4310-01-520-7065,"COMPRESSOR UNIT,RECIPROCATING",1,Each,5283.0,A,1.0,2019-10-07 00:00:00.000,State,4310,2019
116647,TN,LAWRENCEBURG POLICE DEPT,2590-DS-VEH-MISC,MISCELLANEOUS VEHICULAR COMPONENTS,1,Each,5000.0,A,,2019-12-11 00:00:00.000,State,2590,2019
116648,TN,LAWRENCEBURG POLICE DEPT,6230-01-080-1952,"FLOODLIGHT SET,ELECTRIC",1,Each,8570.0,A,1.0,2020-03-27 00:00:00.000,State,6230,2020
116649,TN,LAWRENCEBURG POLICE DEPT,5180-01-387-5455,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",5,Kit,1516.0,A,1.0,2019-10-18 00:00:00.000,State,5180,2019
116650,TN,LAWRENCEBURG POLICE DEPT,6117-DS-SOL-PWRS,SOLAR ELECTRIC POWER SYSTEMS,1,Each,10000.0,A,,2020-03-27 00:00:00.000,State,6117,2020
116651,TN,LAWRENCEBURG POLICE DEPT,7035-DS-DOC-KIN2,DOCKING STATION,1,Each,3000.0,A,,2020-03-18 00:00:00.000,State,7035,2020
116652,TN,LAWRENCEBURG POLICE DEPT,6130-01-522-3259,"POWER SUPPLY,UNINTERRUPTIBLE",3,Assembly,30282.0,A,1.0,2020-02-28 00:00:00.000,State,6130,2020
116653,TN,LAWRENCEBURG POLICE DEPT,6625-01-522-9579,"ANALYZER,WIDE AREA NETWORK",1,Each,38198.0,A,1.0,2020-02-28 00:00:00.000,State,6625,2020
116654,TN,LAWRENCEBURG POLICE DEPT,2805-00-872-5971,"ENGINE,GASOLINE",2,Each,2896.0,A,1.0,2019-12-09 00:00:00.000,State,2805,2019
116655,TN,LAWRENCEBURG POLICE DEPT,3830-01-618-0156,"RAKE,ROCK AND ROOT,TRACTOR MOUNTING",1,Each,3800.88,A,1.0,2019-09-11 00:00:00.000,State,3830,2019
116656,TN,LAWRENCEBURG POLICE DEPT,4520-01-332-2394,"HEATER,DUCT TYPE,PORTABLE",1,Each,3409.0,A,1.0,2019-10-07 00:00:00.000,State,4520,2019
116657,TN,LAWRENCEBURG POLICE DEPT,4940-01-454-9877,"SHOP EQUIPMENT,WELDING",1,Each,35000.0,A,1.0,2019-11-21 00:00:00.000,State,4940,2019
116658,TN,LAWRENCEBURG POLICE DEPT,2920-01-413-2623,"STARTER,ENGINE,ELECTRICAL",1,Each,737.0,A,1.0,2019-09-03 00:00:00.000,State,2920,2019
116659,TN,LAWRENCEBURG POLICE DEPT,4030-00-738-7608,"HOOK,CARGO",1,Each,40564.0,A,1.0,2019-10-15 00:00:00.000,State,4030,2019
116660,TN,LAWRENCEBURG POLICE DEPT,2330-DS-TRA-ILE1,TRAILER,1,Each,1000.0,A,,2019-06-07 00:00:00.000,State,2330,2019
116662,TN,LAWRENCEBURG POLICE DEPT,6130-01-571-1256,"CHARGER,BATTERY",6,Each,205.04,Q,3.0,2016-11-01 00:00:00.000,State,6130,2016
116663,TN,LAWRENCEBURG POLICE DEPT,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,1,Each,42853.0,A,,2019-05-31 00:00:00.000,State,4910,2019
116664,TN,LAWRENCEBURG POLICE DEPT,3990-01-360-9669,"BINDER,LOAD",20,Each,41.89,A,1.0,2019-05-22 00:00:00.000,State,3990,2019
116665,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116666,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116667,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116668,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116669,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116670,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116671,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116672,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116673,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116674,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116675,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116676,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116677,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116678,TN,LAWRENCEBURG POLICE DEPT,1005-01-128-9936,"RIFLE,5.56 MILLIMETER",1,Each,749.0,D,1.0,2014-10-02 00:00:00.000,State,1005,2014
116679,TN,LAWRENCEBURG POLICE DEPT,7010-01-548-4575,"COMPUTER SYSTEM,DIGITAL",1,Each,12641.0,D,1.0,2016-09-08 00:00:00.000,State,7010,2016
116680,TN,LAWRENCEBURG POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",60,Each,1242.68,D,1.0,2016-10-14 00:00:00.000,State,7010,2016
116681,TN,LAWRENCEBURG POLICE DEPT,6625-01-281-8708,"TEST SET,TELECOMMUNICATION SYSTEM",1,Each,247851.0,Q,3.0,2016-09-03 00:00:00.000,State,6625,2016
116682,TN,LAWRENCEBURG POLICE DEPT,1385-01-534-9828,"UNMANNED VEHICLE,GROUND",1,Each,298861.0,Q,3.0,2017-01-23 00:00:00.000,State,1385,2017
116683,TN,LAWRENCEBURG POLICE DEPT,7025-01-093-9204,MASS MEMORY SYSTEM ,1,Each,91670.0,D,1.0,2016-09-01 00:00:00.000,State,7025,2016
116684,TN,LAWRENCEBURG POLICE DEPT,6720-01-573-1792,"CAMERA SYSTEM,RECONNAISSANCE",2,Each,41150.0,D,1.0,2016-12-02 00:00:00.000,State,6720,2016
116685,TN,LAWRENCEBURG POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",25,Each,1242.68,D,1.0,2016-10-14 00:00:00.000,State,7010,2016
116686,TN,LAWRENCEBURG POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",10,Each,1242.68,D,1.0,2016-09-27 00:00:00.000,State,7010,2016
116687,TN,LAWRENCEBURG POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",3,Each,1242.68,D,1.0,2016-10-14 00:00:00.000,State,7010,2016
116688,TN,LAWRENCEBURG POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",12,Each,1242.68,D,1.0,2016-10-14 00:00:00.000,State,7010,2016
116689,TN,LAWRENCEBURG POLICE DEPT,5895-DS-COM-MISC,MISCELLANEOUS COMMUNICATION EQUIPMENT,1,Each,250000.0,D,,2016-08-09 00:00:00.000,State,5895,2016
116690,TN,LAWRENCEBURG POLICE DEPT,2355-01-553-4634,MINE RESISTANT VEHICLE,1,Each,658000.0,C,1.0,2016-12-12 00:00:00.000,State,2355,2016
116691,TN,LAWRENCEBURG POLICE DEPT,7035-01-536-1274,"SERVER,AUTOMATIC DATA PROCESSING",1,Each,5446.26,D,1.0,2016-08-30 00:00:00.000,State,7035,2016
116692,TN,LAWRENCEBURG POLICE DEPT,2320-01-371-9584,"TRUCK,UTILITY",1,Each,62627.0,C,1.0,2016-12-06 00:00:00.000,State,2320,2016
116693,TN,LAWRENCEBURG POLICE DEPT,7025-01-138-4423,DISK DRIVE UNIT,1,Each,14565.74,Q,3.0,2016-09-08 00:00:00.000,State,7025,2016
116694,TN,LAWRENCEBURG POLICE DEPT,2350-01-575-0646,"UNMANNED VEHICLE,GROUND",1,Each,187312.0,Q,3.0,2016-11-30 00:00:00.000,State,2350,2016
116695,TN,LAWRENCEBURG POLICE DEPT,6920-01-397-0498,"SIMULATOR SYSTEM,FIRING,LASER",1,Each,58117.0,C,7.0,2017-04-04 00:00:00.000,State,6920,2017
116696,TN,LAWRENCEBURG POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",13,Each,321.0,D,1.0,2017-03-21 00:00:00.000,State,1240,2017
116697,TN,LAWRENCEBURG POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",9,Each,321.0,D,1.0,2017-03-24 00:00:00.000,State,1240,2017
116698,TN,LAWRENCEBURG POLICE DEPT,1240-01-533-0939,"SIGHT,BORE,OPTICAL",10,Each,800.0,D,1.0,2017-03-24 00:00:00.000,State,1240,2017
116699,TN,LAWRENCEBURG POLICE DEPT,1240-01-495-1385,"SIGHT,REFLEX",26,Each,401.0,D,1.0,2017-06-14 00:00:00.000,State,1240,2017
116700,TN,LAWRENCEBURG POLICE DEPT,6350-01-584-8678,"MANAGEMENT SYSTEM,BIOMETRIC AND IDENTITY",2,Set,17900.0,C,1.0,2017-04-05 00:00:00.000,State,6350,2017
116701,TN,LAWRENCEBURG POLICE DEPT,7010-01-548-4575,"COMPUTER SYSTEM,DIGITAL",1,Each,12641.0,D,1.0,2016-09-08 00:00:00.000,State,7010,2016
116702,TN,LAWRENCEBURG POLICE DEPT,7025-01-288-1658,DISK DRIVE UNIT,1,Each,6504.21,Q,,2016-09-03 00:00:00.000,State,7025,2016
116703,TN,LAWRENCEBURG POLICE DEPT,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,Each,10000.0,Q,3.0,2017-10-10 00:00:00.000,State,1385,2017
116704,TN,LAWRENCEBURG POLICE DEPT,1240-01-562-9459,"RANGE FINDER,LASER",20,Each,399.81,D,1.0,2017-05-17 00:00:00.000,State,1240,2017
116705,TN,LAWRENCEBURG POLICE DEPT,8145-01-467-3210,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,13057.99,A,1.0,2019-04-18 00:00:00.000,State,8145,2019
116706,TN,LAWRENCEBURG POLICE DEPT,8115-01-474-7089,"BOX,SHIPPING",1,Each,3125.69,A,1.0,2019-04-18 00:00:00.000,State,8115,2019
116707,TN,LAWRENCEBURG POLICE DEPT,5831-00-453-3795,SWITCH UNIT        ,1,Each,2901.0,Q,3.0,2019-01-15 00:00:00.000,State,5831,2019
116708,TN,LAWRENCEBURG POLICE DEPT,6625-01-144-4481,"TEST SET,RADIO",1,Each,7300.0,C,1.0,2019-01-04 00:00:00.000,State,6625,2019
116709,TN,LAWRENCEBURG POLICE DEPT,7730-DS-REC-EIV2,"RECEIVER, HOME STEREO",2,Each,8375.0,A,,2019-04-16 00:00:00.000,State,7730,2019
116710,TN,LAWRENCEBURG POLICE DEPT,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,Each,12955.0,A,,2019-04-16 00:00:00.000,State,2320,2019
116711,TN,LAWRENCEBURG POLICE DEPT,3930-01-054-3833,"TRUCK,LIFT,FORK",1,Each,100010.0,A,1.0,2019-05-02 00:00:00.000,State,3930,2019
